20240502,USC00471205,11.7
20240503,USC00262780,14.5
20240505,USC00269072,20.0
20240506,USS0013F13S,15.1
20240507,SWE00138560,5.8
20240508,USW00024131,13.9
20240509,USC00474457,15.0
20240511,IN011410500,17.4
20240513,USW00014833,10.6
20240514,USC00102575,20.5
20240517,USC00200417,16.6
20240519,USR0000MBLC,12.2
20240522,USC00028214,20.5
20240523,USR0000CMAD,21.1
20240524,ASN00012038,19.3
20240527,USC00202328,11.7
20240528,USC00017999,14.5
20240530,USW00093241,24.4
